瑞和宝,https://www.ruiyinxin.com/upload/desc/agreement/privacySecurity.html,,,,,
人人聚财,https://www.rrjc.com/querytip.do,,,,,
融通掌柜,https://www.rongtongzhanggui.com/app/privacy,,,,,
金尝发,https://www.rdqh.com/web/PrivacyPolicy.htm,,,,,
瑞达期货,https://www.rdqh.com/web/PrivacyPolicy.htm,,,,,
期智行,https://www.qquants.cn/protocol/private.html,,,,,
全民钱包,https://www.qmqb.top/h5/#/contract/userPrivacyPopOut,,,,,
疯狂账单,https://www.qingteng.store/other/privacy.html,,,,,
普益基金,https://www.puyifund.com/archivearticle/privacy,,,,,
i理财师,https://www.puyifund.com/archivearticle/pgjprivacy,,,,,
普惠理财,https://www.puhuilicai.com/companyMessage/privacyClause.htm,,,,,
乾立亨-美港股证券开户,https://www.premierqstock.com/rule?currentIndex=3#/index/rule?currentIndex=3,,,,,
乾立亨-美港股证券开户,https://www.premierqstock.com/rule?currentIndex=3#/index/rule?currentIndex=3,,,,,
立即到账贷款,https://www.plutusdog.com/privacy.html,,,,,
平安普惠-大额贷款,https://www.ph.com.cn/loan/aqtk.html,,,,,
深圳金服,https://www.o-banks.cn/mobile/#/auth_service_agreement,,,,,
金罗盘,https://www.njzq.com.cn/njzq/policy.html,,,,,
快速记账,https://www.njdbl.cn/protocol.html,,,,,
NetX管家,https://www.netxgroup.com/page/app/agreement/cookie/xiaomi  ,,,,,
南洋商业银行,https://www.ncbchina.cn/website/privacyStatement.html,,,,,
南华期货掌上交易,https://www.nanhua.net/mall/rui/p/pages/nanhuaAgreementAccount.html,,,,,
南华期货,https://www.nanhua.net/mall/rui/p/pages/nanhuaAgreementAccount.html,,,,,
马上到账,https://www.msdzhang.com/privacy.html,,,,,
马上创业网,https://www.mscye.com/privacy,,,,,
金丰投资-领先的贵金属交易平台,https://www.miyikejigs.cn/privacy.html,,,,,
麻袋财富,https://www.madaicaifu.com/static/appstatic/page/agreement/privacy.html,,,,,
泸州银行,https://www.lzccb.cn/portal/zh_CN/dzyh/aqfh/aqts/4085.html,,,,,
泸贝尔,https://www.lzccb.cn/portal/zh_CN/dzyh/aqfh/aqts/4058.html,,,,,
兰州银行企业版,https://www.lzbank.com/public/ppersonsecret/,,,,,
兰州银行,https://www.lzbank.com/public/ppersonsecret/,,,,,
理财魔方,https://www.licaimofang.com/ios,,,,,
开源手机证券,https://www.kysec.cn/yszc.htm,,,,,
开源股票开户,https://www.kysec.cn/yszc.htm,,,,,
国都交易宝,https://www.kuaiex.com/html/new_privacy/dist/privacy.html,,,,,
小白记账本,https://www.kongteng.com.cn/bookk/static/privacy_agreement.html,,,,,
i代,https://www.kakacaifu.com/v2/App/protocol/authRule,,,,,
佳投环球-港股美股投资理财平台,https://www.kaisafin.com/Page/?id=9,,,,,
金瑞财讯通,https://www.jrqh.com.cn/About/Disclaimer,,,,,
集思录,https://www.jisilu.cn/account/private_agreement/,,,,,
金基窝,https://www.jinjiwo.com/H5Plus/privacyProtection.html,,,,,
金葫芦,https://www.jinhulu.com/os/pages/auth/provision.html,,,,,
基金豆,https://www.jijindou.com/mobile/privacy/index.html,,,,,
借贷宝,https://www.jiedaibao.com/spage/rule/privacy/index.html,,,,,
水滴记账,https://www.jianshu.com/p/f5635fc742fc,,,,,
云端金融,https://www.jgrcb.com/web/privacy.html,,,,,
金斧子财富,https://www.jfz.com/privacy_policy.html,,,,,
投顾邦,https://www.ihaogu.com/pages/privacyAgreement/privacyAgreement.html,,,,,
华夏企业银行,https://www.hxb.com.cn/chinese/hotnews/sjyhqhb/yinsixieyi/ebpolicy.pdf,,,,,
葫芦商家,https://www.hulupos.com/agreement/huluprivacy.html,,,,,
华通交易,https://www.huatongsilver.com/yinsi.html,,,,,
换手率,https://www.huanshoulv.com/privacy1.html,,,,,
环球金融,https://www.huanqiujr.com/h5/pact/user_privacy_protocol,,,,,
涨乐全球通,https://www.htsc.com.hk/zh-Hans/privacy-policy,,,,,
华盛通,https://www.hstong.com/about/privacy-policy,,,,,
汇丰银行,https://www.hsbc.com.cn/help/mandatory-info/#privacy-and-security,,,,,
华融融达期货,https://www.hrrdqh.com/html/index.html?url=newsList.html?tid=362&cid=KrqUxt%2F0NbivNTlhWxcxplr2zJKz19BWbYcsGoTMCOI%3D,,,,,
乐返,https://www.hongsou.com.cn/ystk/,,,,,
东亚银行,https://www.hkbea.com.cn/footer/PrivacyStatement/201803/P020191217293277429553.pdf,,,,,
汉口银行,https://www.hkbchina.com/pcweb/Notice4.html,,,,,
汉口银行直销银行,https://www.hkbchina.com/pcweb/Notice4.html,,,,,
农银香港分行,https://www.hk.abchina.com/zt/zhybtk/202011/P020201118448596535530.pdf,,,,,
海富通基金,https://www.hftfund.com/contents/2019/1/28-0b878458a0ac4a95aa8256a9dbf47e1d.html,,,,,
恒生中国,https://www.hangseng.com.cn/1/2/others-chi/important-notice,,,,,
笑付通,https://www.handmart.cn/web/XFTONG/PrivacyPolicy.html,,,,,
宜享花,https://www.hainanwangdai.com/agreement/standard/yxh/privacy.html,,,,,
国元期货,https://www.guoyuanqh.com/display.php?id=21964,,,,,
金太阳-股票炒股,https://www.guosen.com.cn/gs/pages/jty/privacy.html,,,,,
国泰君安资管--专业理财基金交易,https://www.gtjazg.com/web/upload/file/20210120/fKzDcMnXg0JgmL6t.pdf,,,,,
国投安信期货,https://www.gtaxqh.com/uploadfile/2019/0722/20190722015214880.pdf,,,,,
国融融e掌-国融证券,https://www.grzq.com/grxz/grzq_grys.html,,,,,
公司账,https://www.gongsizhang.com/index/privacy,,,,,
功夫好车,https://www.gongfuhaoche.com/,,,,,
国海良时期货交易,https://www.ghlsqh.com.cn/news/show-14418.html,,,,,
财富松鼠会,https://www.gfloan.com/zh-cn/faq/guide/service-contract/register.html,,,,,
格隆汇,https://www.gelonghui.com/privacypolicy,,,,,
股帮,https://www.gbhome.com/h5/privacy-policy.html,,,,,
富途牛牛-美股港股开户交易,https://www.futunn.com/about/mdisclaimer,,,,,
富民融通,https://www.fuminrt.com/news/news-center/main/1005,,,,,
富国富钱包,https://www.fullgoal.com.cn/mini/userprivacy/index.html,,,,,
富邦华一银行,https://www.fubonchina.com/4.5.php,,,,,
渤海保呗,https://www.ebohailife.net/h5/common/privatePolicy.html,,,,,
光大期货,https://www.ebfcn.net:8443/privacy.html,,,,,
光大期货e开户,https://www.ebfcn.com/2020/0221/26863830339.html,,,,,
东方证券期货,https://www.dzqh.com.cn/orient/html/activity/yinsibaohu.html,,,,,
东证赢家,https://www.dzqh.com.cn/orient/html/activity/yinsibaohu.html,,,,,
东证期货开户,https://www.dzqh.com.cn/orient/html/activity/yinsibaohu.html,,,,,
达州银行,https://www.dzccb.com.cn/app/ebank_customer_privacy_agreement.html,,,,,
大同证券,https://www.dtsbc.com.cn/main/a/20190101/20842.html,,,,,
大同证券开户,https://www.dtsbc.com.cn/main/a/20190101/20842.html,,,,,
东莞农商银行,https://www.drcbank.com,,,,,
章鱼记账,https://www.dqbaohe.com/privacy,,,,,
股票决策宝,https://www.dkhs.com/privacy_stock/,,,,,
期货捕猎者,https://www.dkhs.com/privacy_futures,,,,,
基金决策宝,https://www.dkhs.com/privacy/,,,,,
地摊记账王,https://www.dionew.com/user_agreement.html,,,,,
点点,https://www.diandian.com.cn/diandian-contract/privacy.html,,,,,
德讯证顾,https://www.dexunzhenggu.cn/html/declaration.html,,,,,
D+Bank,https://www.ddrcbank.com:5443/portal/static/index.html#/PrivacyPolicy,,,,,
安易达小贷,https://www.daanfax.com/privacy.htm,,,,,
长银消费金融,https://www.cycfc.com:7318/maccs//html/privacy.html,,,,,
趣钱花-分期贷款,https://www.creditflower.cn/data/qgz_agreement/QQHPrivacyPolicy.html,,,,,
趣管账-分期贷款,https://www.creditflower.cn/data/qgz_agreement/QGZPrivacyPolicy.html,,,,,
浙期汇-浙商期货开户交易软件,https://www.cnzsqh.com/api/protocol/protocol?name=privacy_policy_customer,,,,,
恒泰九点半,https://www.cnht.com.cn/main/a/20200720/17513.shtml,,,,,
基金大师,https://www.cnht.com.cn/main/a/20200720/17513.shtml,,,,,
恒泰金玉管家,https://www.cnht.com.cn/main/a/20200720/17513.shtml,,,,,
华宝证券,https://www.cnhbstock.com/,,,,,
HSBCnet,https://www.cn.secure.hsbcnet.com/uims/static-dl/public/mobile/features/cmb_mobile_cp/Production/content/China/eula_01/zh_zh/Policy.html?page=read&headerToggle=true&langToggle=true&back=cam10&backToggle=false,,,,,
和包支付-积分商城,https://www.cmpay.com/info/wap/client/flow/rightsOfprivacy.html,,,,,
招商永隆一点通,https://www.cmbwinglungbank.com/wlb_corporate/UserFiles/File/footer/CnNbOthPripol.html,,,,,
民生同业e+,https://www.cmbc.com.cn/m/privacyPolicyContextTy.html,,,,,
小龙理财,https://www.cjfco.com.cn/main/a/20200407/28723.shtml,,,,,
长江期货交易通,https://www.cjfco.com.cn/main/a/20200407/28723.shtml,,,,,
中信期货专业版,https://www.citicsf.com/e-futures/content/000204/752197,,,,,
全民付,https://www.chinaums.com/xwzx/gsgs/yszc/201912/t20191212_40242.shtml,,,,,
银联商务,https://www.chinaums.com/xwzx/gsgs/yszc/201912/t20191212_40242.shtml,,,,,
天天富,https://www.chinaums.com/xwzx/gsgs/yszc/201912/t20191212_40242.shtml,,,,,
中国人寿综合金融,https://www.chinalife.com.cn/MobileInsurance/product/clause/privacyClause.html,,,,,
借记之家助贷,https://www.chinajxst.com/h5/pages/My/Help/problem/problem?helpid=21,,,,,
财富乐赚-财信证券股票开户炒股,https://www.cfzq.com/wsjy/cflz-ysxy.html,,,,,
财富聚财,https://www.cfzq.com/wsjy/cfjc-ysxy.html,,,,,
极融-贷款借钱平台,https://www.cftcredit.com/yisi.html,,,,,
明佣宝,https://www.cczq.com/business/mobile_privacy.html,,,,,
财务专家-企业记账,https://www.caiwu369.com/show_article.aspx?userprivacy,,,,,
